tipo_solo,seca,chuva,mes_plantio,irrigacao,pragas,regiao,perda_safra
argiloso,moderada,pouca,novembro,plantio_direto,media,transicao,Não
argiloso,moderada,normal,dezembro,plantio_direto,media,planalto,Não
medio,severa,excessiva,outubro,plantio_direto,alta,planalto,Sim
argiloso,severa,normal,dezembro,plantio_direto,media,planalto,Não
argiloso,moderada,normal,outubro,irrigado,baixa,transicao,Não
medio,nenhuma,excessiva,outubro,plantio_direto,media,transicao,Não
arenoso,nenhuma,normal,outubro,convencional,alta,planalto,Não
argiloso,nenhuma,pouca,outubro,convencional,baixa,planalto,Não
argiloso,severa,normal,outubro,plantio_direto,media,planalto,Não
arenoso,nenhuma,normal,outubro,plantio_direto,media,transicao,Não
argiloso,nenhuma,pouca,outubro,plantio_direto,alta,baixada,Não
medio,moderada,normal,novembro,plantio_direto,alta,planalto,Não
argiloso,severa,normal,outubro,convencional,media,planalto,Não
arenoso,nenhuma,excessiva,outubro,convencional,media,planalto,Não
arenoso,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
medio,nenhuma,normal,novembro,irrigado,alta,baixada,Não
argiloso,moderada,normal,dezembro,plantio_direto,alta,planalto,Não
medio,moderada,normal,outubro,plantio_direto,media,baixada,Não
arenoso,nenhuma,pouca,outubro,plantio_direto,baixa,planalto,Não
arenoso,nenhuma,pouca,outubro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,pouca,novembro,plantio_direto,baixa,planalto,Não
medio,severa,pouca,outubro,plantio_direto,baixa,baixada,Não
medio,moderada,normal,novembro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,pouca,outubro,plantio_direto,media,transicao,Não
argiloso,severa,pouca,novembro,plantio_direto,media,baixada,Sim
arenoso,nenhuma,normal,novembro,plantio_direto,baixa,baixada,Não
argiloso,nenhuma,normal,outubro,convencional,alta,transicao,Não
argiloso,moderada,pouca,novembro,plantio_direto,baixa,transicao,Não
arenoso,moderada,pouca,novembro,plantio_direto,media,baixada,Sim
medio,nenhuma,excessiva,dezembro,plantio_direto,media,planalto,Não
argiloso,nenhuma,pouca,dezembro,plantio_direto,baixa,transicao,Não
medio,moderada,pouca,novembro,plantio_direto,baixa,planalto,Não
arenoso,severa,normal,outubro,plantio_direto,media,planalto,Sim
argiloso,nenhuma,excessiva,dezembro,plantio_direto,media,planalto,Não
argiloso,moderada,normal,novembro,convencional,alta,transicao,Não
arenoso,nenhuma,pouca,outubro,plantio_direto,alta,planalto,Sim
arenoso,nenhuma,normal,outubro,plantio_direto,media,transicao,Não
medio,nenhuma,pouca,outubro,convencional,baixa,baixada,Não
medio,severa,excessiva,dezembro,plantio_direto,baixa,planalto,Sim
arenoso,severa,normal,outubro,irrigado,media,planalto,Não
medio,severa,normal,novembro,convencional,baixa,baixada,Sim
argiloso,nenhuma,normal,outubro,plantio_direto,media,planalto,Não
arenoso,moderada,pouca,dezembro,plantio_direto,media,planalto,Sim
arenoso,severa,excessiva,dezembro,convencional,media,planalto,Sim
argiloso,severa,pouca,novembro,convencional,media,planalto,Sim
medio,nenhuma,pouca,dezembro,plantio_direto,media,planalto,Não
medio,moderada,normal,novembro,convencional,media,planalto,Não
medio,moderada,normal,outubro,plantio_direto,media,planalto,Não
argiloso,moderada,pouca,dezembro,plantio_direto,media,transicao,Sim
arenoso,moderada,pouca,dezembro,plantio_direto,alta,planalto,Sim
argiloso,nenhuma,pouca,novembro,plantio_direto,baixa,planalto,Sim
medio,nenhuma,excessiva,outubro,plantio_direto,media,transicao,Não
arenoso,severa,normal,dezembro,plantio_direto,media,planalto,Sim
argiloso,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,pouca,outubro,plantio_direto,alta,transicao,Não
argiloso,moderada,normal,outubro,plantio_direto,alta,transicao,Não
argiloso,nenhuma,normal,dezembro,plantio_direto,baixa,planalto,Não
medio,severa,normal,novembro,plantio_direto,media,planalto,Sim
medio,moderada,normal,novembro,plantio_direto,baixa,planalto,Não
medio,severa,normal,novembro,convencional,media,planalto,Não
medio,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
medio,moderada,normal,outubro,plantio_direto,media,transicao,Não
medio,nenhuma,excessiva,novembro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,normal,outubro,irrigado,alta,transicao,Não
argiloso,moderada,normal,outubro,plantio_direto,media,planalto,Não
medio,moderada,normal,novembro,plantio_direto,alta,planalto,Não
argiloso,nenhuma,pouca,outubro,convencional,media,transicao,Não
argiloso,nenhuma,normal,dezembro,plantio_direto,media,planalto,Não
argiloso,severa,normal,novembro,plantio_direto,media,transicao,Não
arenoso,severa,pouca,outubro,plantio_direto,baixa,planalto,Sim
medio,moderada,normal,novembro,plantio_direto,media,planalto,Não
medio,nenhuma,normal,novembro,plantio_direto,media,baixada,Não
arenoso,nenhuma,normal,outubro,irrigado,media,transicao,Não
argiloso,moderada,normal,outubro,plantio_direto,alta,baixada,Não
argiloso,severa,pouca,outubro,plantio_direto,baixa,planalto,Não
arenoso,moderada,normal,novembro,plantio_direto,baixa,transicao,Não
medio,severa,excessiva,outubro,plantio_direto,alta,planalto,Sim
arenoso,nenhuma,excessiva,outubro,plantio_direto,media,planalto,Não
medio,nenhuma,normal,novembro,plantio_direto,alta,planalto,Não
medio,moderada,excessiva,outubro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,pouca,outubro,irrigado,media,transicao,Não
argiloso,severa,normal,novembro,plantio_direto,media,planalto,Não
arenoso,nenhuma,normal,outubro,plantio_direto,media,transicao,Não
argiloso,moderada,normal,novembro,plantio_direto,baixa,planalto,Não
arenoso,severa,excessiva,outubro,convencional,media,planalto,Sim
arenoso,nenhuma,normal,outubro,plantio_direto,alta,baixada,Sim
argiloso,moderada,normal,outubro,plantio_direto,media,transicao,Não
argiloso,moderada,excessiva,outubro,plantio_direto,alta,transicao,Não
medio,severa,normal,dezembro,convencional,media,planalto,Sim
argiloso,moderada,normal,novembro,plantio_direto,media,planalto,Não
argiloso,severa,normal,outubro,plantio_direto,media,planalto,Não
medio,moderada,pouca,dezembro,plantio_direto,baixa,planalto,Não
medio,nenhuma,pouca,dezembro,convencional,media,transicao,Sim
argiloso,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
arenoso,nenhuma,normal,outubro,plantio_direto,media,transicao,Não
medio,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
medio,nenhuma,normal,dezembro,plantio_direto,media,planalto,Não
medio,nenhuma,normal,outubro,plantio_direto,media,transicao,Não
argiloso,nenhuma,normal,dezembro,convencional,baixa,planalto,Não
argiloso,nenhuma,normal,novembro,convencional,media,transicao,Não
argiloso,moderada,normal,outubro,plantio_direto,media,baixada,Não
argiloso,severa,normal,outubro,plantio_direto,media,transicao,Não
argiloso,nenhuma,normal,outubro,irrigado,media,baixada,Não
argiloso,moderada,pouca,outubro,plantio_direto,alta,planalto,Não
arenoso,severa,normal,outubro,plantio_direto,media,planalto,Não
medio,moderada,pouca,outubro,convencional,alta,planalto,Sim
argiloso,moderada,pouca,novembro,convencional,alta,planalto,Sim
argiloso,nenhuma,excessiva,novembro,plantio_direto,media,transicao,Não
arenoso,moderada,normal,outubro,irrigado,baixa,transicao,Não
argiloso,nenhuma,normal,novembro,irrigado,media,baixada,Não
medio,nenhuma,pouca,outubro,plantio_direto,baixa,baixada,Não
argiloso,moderada,excessiva,novembro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,normal,outubro,plantio_direto,media,transicao,Não
arenoso,moderada,pouca,novembro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,normal,outubro,irrigado,baixa,baixada,Não
arenoso,nenhuma,excessiva,novembro,plantio_direto,alta,baixada,Não
arenoso,nenhuma,normal,outubro,plantio_direto,media,baixada,Não
argiloso,nenhuma,normal,outubro,plantio_direto,media,planalto,Não
argiloso,nenhuma,normal,novembro,irrigado,baixa,planalto,Não
arenoso,nenhuma,normal,outubro,plantio_direto,baixa,planalto,Não
medio,severa,excessiva,novembro,plantio_direto,baixa,baixada,Sim
arenoso,nenhuma,normal,novembro,plantio_direto,alta,baixada,Sim
argiloso,nenhuma,pouca,novembro,irrigado,baixa,planalto,Não
argiloso,moderada,normal,dezembro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,excessiva,novembro,plantio_direto,baixa,planalto,Não
medio,nenhuma,normal,novembro,convencional,alta,planalto,Não
arenoso,nenhuma,normal,novembro,plantio_direto,baixa,transicao,Não
medio,moderada,normal,outubro,plantio_direto,media,transicao,Não
medio,nenhuma,pouca,outubro,plantio_direto,media,planalto,Não
medio,nenhuma,normal,novembro,plantio_direto,alta,planalto,Não
arenoso,moderada,excessiva,outubro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,excessiva,novembro,plantio_direto,media,planalto,Não
arenoso,nenhuma,normal,outubro,plantio_direto,alta,transicao,Não
argiloso,nenhuma,normal,dezembro,plantio_direto,alta,transicao,Não
medio,moderada,excessiva,dezembro,plantio_direto,alta,planalto,Não
arenoso,nenhuma,normal,novembro,plantio_direto,alta,transicao,Não
medio,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
arenoso,moderada,normal,dezembro,plantio_direto,media,baixada,Sim
argiloso,moderada,excessiva,outubro,convencional,media,transicao,Sim
argiloso,nenhuma,normal,outubro,plantio_direto,media,transicao,Não
argiloso,nenhuma,normal,novembro,convencional,media,transicao,Não
medio,moderada,normal,outubro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,normal,outubro,plantio_direto,alta,planalto,Não
argiloso,moderada,normal,novembro,plantio_direto,media,planalto,Não
argiloso,moderada,excessiva,outubro,convencional,media,planalto,Não
argiloso,moderada,excessiva,outubro,plantio_direto,media,baixada,Não
arenoso,moderada,excessiva,novembro,plantio_direto,alta,planalto,Não
arenoso,nenhuma,normal,novembro,convencional,media,planalto,Não
arenoso,nenhuma,normal,novembro,plantio_direto,alta,baixada,Não
argiloso,severa,normal,outubro,convencional,media,transicao,Não
argiloso,moderada,pouca,outubro,plantio_direto,media,transicao,Não
medio,nenhuma,pouca,dezembro,irrigado,alta,baixada,Não
arenoso,nenhuma,pouca,outubro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,pouca,novembro,plantio_direto,alta,planalto,Não
argiloso,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
arenoso,severa,normal,novembro,plantio_direto,media,baixada,Não
arenoso,nenhuma,normal,outubro,plantio_direto,alta,planalto,Não
argiloso,nenhuma,pouca,novembro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,normal,outubro,plantio_direto,baixa,transicao,Não
medio,nenhuma,normal,outubro,plantio_direto,media,baixada,Não
medio,nenhuma,excessiva,novembro,irrigado,media,planalto,Não
argiloso,nenhuma,normal,novembro,irrigado,alta,planalto,Não
argiloso,nenhuma,normal,dezembro,plantio_direto,baixa,baixada,Não
medio,moderada,normal,novembro,plantio_direto,baixa,planalto,Não
arenoso,moderada,pouca,novembro,plantio_direto,media,baixada,Sim
argiloso,moderada,normal,novembro,plantio_direto,baixa,planalto,Não
medio,nenhuma,pouca,outubro,plantio_direto,alta,transicao,Não
medio,severa,pouca,novembro,irrigado,media,planalto,Sim
argiloso,nenhuma,normal,outubro,convencional,baixa,planalto,Não
arenoso,nenhuma,normal,outubro,plantio_direto,alta,planalto,Não
arenoso,nenhuma,excessiva,novembro,irrigado,media,transicao,Sim
argiloso,nenhuma,normal,dezembro,convencional,alta,planalto,Sim
arenoso,nenhuma,pouca,outubro,convencional,media,transicao,Sim
arenoso,nenhuma,normal,novembro,convencional,baixa,planalto,Não
medio,nenhuma,normal,novembro,convencional,alta,baixada,Não
argiloso,nenhuma,pouca,outubro,plantio_direto,media,planalto,Não
medio,nenhuma,normal,outubro,convencional,baixa,transicao,Não
arenoso,severa,excessiva,outubro,plantio_direto,baixa,planalto,Sim
medio,moderada,normal,outubro,irrigado,media,transicao,Não
argiloso,moderada,normal,outubro,plantio_direto,media,baixada,Não
argiloso,nenhuma,pouca,dezembro,plantio_direto,baixa,planalto,Não
argiloso,moderada,pouca,dezembro,plantio_direto,media,transicao,Sim
argiloso,nenhuma,pouca,outubro,plantio_direto,media,planalto,Não
medio,nenhuma,normal,outubro,irrigado,baixa,transicao,Não
argiloso,severa,pouca,dezembro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,normal,outubro,plantio_direto,baixa,baixada,Não
argiloso,moderada,normal,outubro,convencional,baixa,transicao,Não
argiloso,moderada,pouca,outubro,plantio_direto,media,transicao,Não
medio,severa,excessiva,outubro,plantio_direto,media,baixada,Não
argiloso,nenhuma,normal,novembro,plantio_direto,media,planalto,Não
argiloso,severa,normal,dezembro,plantio_direto,media,transicao,Não
argiloso,moderada,normal,novembro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,normal,novembro,plantio_direto,alta,planalto,Não
arenoso,moderada,pouca,novembro,plantio_direto,baixa,baixada,Não
arenoso,moderada,normal,outubro,irrigado,media,planalto,Não
argiloso,nenhuma,normal,outubro,plantio_direto,media,transicao,Não
argiloso,moderada,pouca,outubro,plantio_direto,media,transicao,Não
argiloso,nenhuma,normal,dezembro,plantio_direto,media,planalto,Não
argiloso,nenhuma,pouca,novembro,convencional,baixa,transicao,Não
argiloso,nenhuma,normal,outubro,plantio_direto,alta,planalto,Não
argiloso,nenhuma,excessiva,novembro,irrigado,alta,planalto,Não
argiloso,nenhuma,normal,novembro,convencional,media,planalto,Não
argiloso,moderada,normal,novembro,convencional,baixa,transicao,Não
argiloso,moderada,normal,outubro,plantio_direto,baixa,planalto,Não
arenoso,severa,pouca,outubro,plantio_direto,baixa,transicao,Sim
argiloso,severa,pouca,dezembro,convencional,alta,planalto,Sim
arenoso,severa,normal,dezembro,plantio_direto,baixa,planalto,Sim
argiloso,moderada,excessiva,dezembro,plantio_direto,alta,planalto,Sim
argiloso,nenhuma,normal,novembro,plantio_direto,alta,planalto,Não
argiloso,nenhuma,pouca,outubro,plantio_direto,media,planalto,Não
argiloso,severa,normal,dezembro,plantio_direto,baixa,transicao,Sim
arenoso,severa,normal,novembro,plantio_direto,media,baixada,Sim
argiloso,moderada,excessiva,outubro,irrigado,media,planalto,Não
argiloso,nenhuma,normal,outubro,plantio_direto,baixa,planalto,Não
arenoso,moderada,normal,novembro,plantio_direto,media,transicao,Não
arenoso,moderada,pouca,outubro,plantio_direto,media,planalto,Não
argiloso,nenhuma,normal,outubro,convencional,media,planalto,Não
argiloso,moderada,pouca,outubro,convencional,media,baixada,Não
arenoso,moderada,normal,outubro,convencional,baixa,planalto,Não
argiloso,nenhuma,pouca,outubro,plantio_direto,baixa,planalto,Não
medio,moderada,normal,dezembro,plantio_direto,media,transicao,Sim
arenoso,severa,normal,outubro,plantio_direto,media,planalto,Sim
argiloso,severa,pouca,dezembro,plantio_direto,baixa,planalto,Sim
argiloso,nenhuma,excessiva,novembro,plantio_direto,baixa,transicao,Não
argiloso,moderada,normal,dezembro,plantio_direto,media,transicao,Não
medio,moderada,pouca,novembro,plantio_direto,media,planalto,Não
arenoso,nenhuma,normal,dezembro,plantio_direto,baixa,planalto,Não
arenoso,severa,pouca,outubro,convencional,baixa,planalto,Sim
arenoso,moderada,normal,outubro,plantio_direto,media,baixada,Não
argiloso,severa,normal,outubro,convencional,media,planalto,Não
argiloso,nenhuma,normal,novembro,irrigado,media,transicao,Não
arenoso,nenhuma,normal,outubro,plantio_direto,baixa,planalto,Não
medio,severa,excessiva,outubro,plantio_direto,baixa,planalto,Não
argiloso,moderada,normal,outubro,plantio_direto,media,planalto,Não
medio,moderada,normal,outubro,irrigado,media,baixada,Não
argiloso,severa,normal,outubro,plantio_direto,media,transicao,Não
argiloso,nenhuma,pouca,dezembro,plantio_direto,media,planalto,Não
argiloso,nenhuma,pouca,outubro,plantio_direto,media,transicao,Não
medio,moderada,pouca,outubro,plantio_direto,baixa,transicao,Não
arenoso,moderada,normal,novembro,plantio_direto,baixa,baixada,Não
argiloso,nenhuma,normal,outubro,plantio_direto,baixa,transicao,Não
medio,severa,normal,outubro,plantio_direto,media,transicao,Sim
argiloso,severa,excessiva,outubro,plantio_direto,media,planalto,Não
arenoso,severa,normal,outubro,plantio_direto,alta,planalto,Sim
argiloso,nenhuma,normal,outubro,convencional,baixa,planalto,Não
argiloso,nenhuma,excessiva,outubro,irrigado,media,transicao,Não
argiloso,nenhuma,pouca,dezembro,plantio_direto,media,planalto,Não
arenoso,moderada,pouca,outubro,plantio_direto,media,planalto,Não
argiloso,moderada,pouca,novembro,plantio_direto,baixa,planalto,Não
medio,nenhuma,pouca,outubro,plantio_direto,baixa,planalto,Não
medio,nenhuma,normal,novembro,plantio_direto,media,planalto,Não
arenoso,nenhuma,pouca,dezembro,plantio_direto,media,transicao,Sim
argiloso,severa,excessiva,novembro,irrigado,alta,planalto,Não
argiloso,nenhuma,normal,novembro,plantio_direto,media,planalto,Não
argiloso,moderada,pouca,outubro,plantio_direto,media,baixada,Sim
arenoso,severa,normal,outubro,plantio_direto,media,planalto,Não
argiloso,nenhuma,normal,outubro,plantio_direto,baixa,planalto,Não
argiloso,severa,excessiva,dezembro,plantio_direto,alta,transicao,Sim
argiloso,nenhuma,excessiva,novembro,plantio_direto,media,planalto,Não
medio,nenhuma,excessiva,outubro,irrigado,alta,baixada,Não
medio,moderada,normal,outubro,plantio_direto,alta,baixada,Não
argiloso,nenhuma,normal,dezembro,plantio_direto,media,planalto,Não
argiloso,moderada,normal,dezembro,plantio_direto,baixa,transicao,Não
argiloso,severa,normal,novembro,plantio_direto,media,planalto,Não
argiloso,nenhuma,normal,novembro,plantio_direto,baixa,baixada,Não
arenoso,severa,normal,outubro,convencional,media,transicao,Sim
medio,moderada,normal,novembro,plantio_direto,baixa,planalto,Não
argiloso,moderada,pouca,novembro,convencional,alta,planalto,Não
medio,nenhuma,normal,outubro,plantio_direto,alta,transicao,Não
arenoso,nenhuma,pouca,novembro,plantio_direto,alta,transicao,Sim
medio,severa,excessiva,novembro,irrigado,media,baixada,Não
arenoso,nenhuma,excessiva,outubro,irrigado,media,transicao,Não
argiloso,moderada,normal,outubro,convencional,baixa,transicao,Não
medio,severa,normal,outubro,plantio_direto,alta,transicao,Sim
argiloso,nenhuma,normal,outubro,irrigado,baixa,planalto,Não
argiloso,moderada,excessiva,outubro,irrigado,media,baixada,Não
argiloso,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
medio,severa,normal,novembro,plantio_direto,media,planalto,Não
argiloso,moderada,normal,outubro,irrigado,media,planalto,Não
argiloso,moderada,pouca,outubro,plantio_direto,alta,planalto,Não
arenoso,nenhuma,normal,outubro,plantio_direto,alta,transicao,Não
argiloso,nenhuma,excessiva,novembro,irrigado,baixa,planalto,Não
argiloso,severa,normal,outubro,plantio_direto,baixa,planalto,Não
argiloso,severa,normal,outubro,irrigado,media,planalto,Não
medio,moderada,pouca,outubro,convencional,alta,transicao,Sim
medio,moderada,normal,outubro,plantio_direto,alta,planalto,Não
argiloso,moderada,normal,novembro,plantio_direto,baixa,transicao,Não
medio,severa,normal,dezembro,convencional,baixa,planalto,Sim
argiloso,nenhuma,normal,outubro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,excessiva,outubro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,normal,outubro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,excessiva,novembro,plantio_direto,baixa,baixada,Não
argiloso,nenhuma,normal,novembro,plantio_direto,media,transicao,Não
argiloso,nenhuma,pouca,dezembro,plantio_direto,baixa,planalto,Não
arenoso,nenhuma,pouca,novembro,plantio_direto,baixa,baixada,Sim
argiloso,severa,normal,novembro,plantio_direto,media,planalto,Não
argiloso,nenhuma,normal,novembro,plantio_direto,media,planalto,Não
medio,nenhuma,normal,outubro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,excessiva,novembro,convencional,media,transicao,Sim
medio,nenhuma,pouca,outubro,plantio_direto,media,transicao,Não
medio,moderada,excessiva,novembro,irrigado,media,planalto,Não
arenoso,moderada,normal,outubro,plantio_direto,baixa,transicao,Não
medio,moderada,normal,outubro,plantio_direto,baixa,transicao,Não
medio,nenhuma,normal,outubro,irrigado,media,transicao,Não
argiloso,severa,normal,outubro,plantio_direto,media,planalto,Sim
medio,nenhuma,normal,outubro,plantio_direto,alta,baixada,Não
medio,moderada,normal,outubro,plantio_direto,media,transicao,Não
argiloso,nenhuma,pouca,outubro,convencional,baixa,transicao,Não
medio,moderada,pouca,outubro,plantio_direto,baixa,transicao,Não
arenoso,moderada,normal,outubro,plantio_direto,alta,planalto,Não
medio,nenhuma,excessiva,novembro,plantio_direto,alta,transicao,Não
medio,moderada,pouca,outubro,plantio_direto,alta,baixada,Não
medio,moderada,normal,novembro,plantio_direto,media,transicao,Não
arenoso,moderada,normal,novembro,plantio_direto,media,transicao,Não
argiloso,severa,pouca,novembro,plantio_direto,baixa,baixada,Sim
argiloso,nenhuma,normal,dezembro,plantio_direto,media,transicao,Não
medio,nenhuma,normal,outubro,plantio_direto,media,transicao,Não
argiloso,severa,pouca,outubro,plantio_direto,baixa,transicao,Não
arenoso,nenhuma,normal,outubro,plantio_direto,baixa,baixada,Não
argiloso,nenhuma,excessiva,outubro,plantio_direto,alta,planalto,Não
argiloso,severa,normal,outubro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,pouca,outubro,plantio_direto,baixa,planalto,Não
argiloso,moderada,excessiva,outubro,plantio_direto,media,transicao,Não
argiloso,nenhuma,pouca,novembro,plantio_direto,media,baixada,Sim
arenoso,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
argiloso,moderada,normal,outubro,convencional,media,baixada,Não
arenoso,nenhuma,normal,outubro,convencional,alta,planalto,Não
arenoso,moderada,excessiva,outubro,plantio_direto,alta,planalto,Sim
medio,nenhuma,pouca,dezembro,plantio_direto,media,baixada,Sim
medio,nenhuma,normal,outubro,plantio_direto,baixa,planalto,Não
medio,severa,normal,novembro,plantio_direto,media,planalto,Não
argiloso,severa,normal,dezembro,irrigado,media,transicao,Não
arenoso,nenhuma,normal,dezembro,plantio_direto,media,planalto,Não
argiloso,moderada,pouca,outubro,plantio_direto,baixa,planalto,Não
arenoso,nenhuma,excessiva,novembro,convencional,baixa,planalto,Não
argiloso,severa,pouca,outubro,convencional,media,planalto,Sim
argiloso,severa,pouca,outubro,plantio_direto,alta,planalto,Sim
argiloso,moderada,normal,outubro,plantio_direto,baixa,baixada,Não
argiloso,nenhuma,pouca,novembro,convencional,media,transicao,Não
medio,moderada,pouca,outubro,plantio_direto,baixa,planalto,Não
argiloso,severa,normal,outubro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,pouca,novembro,convencional,media,planalto,Não
arenoso,nenhuma,excessiva,outubro,plantio_direto,baixa,baixada,Não
medio,severa,normal,novembro,plantio_direto,baixa,transicao,Sim
medio,moderada,excessiva,novembro,convencional,media,baixada,Sim
arenoso,severa,pouca,outubro,irrigado,media,planalto,Sim
argiloso,nenhuma,pouca,outubro,irrigado,alta,planalto,Não
argiloso,nenhuma,excessiva,outubro,plantio_direto,alta,transicao,Não
arenoso,nenhuma,pouca,novembro,plantio_direto,alta,transicao,Sim
argiloso,nenhuma,pouca,outubro,plantio_direto,media,planalto,Não
arenoso,severa,excessiva,outubro,convencional,baixa,transicao,Sim
argiloso,severa,normal,novembro,plantio_direto,baixa,planalto,Não
argiloso,nenhuma,normal,novembro,plantio_direto,media,planalto,Não
arenoso,severa,normal,novembro,plantio_direto,media,baixada,Não
argiloso,moderada,normal,novembro,plantio_direto,baixa,baixada,Não
arenoso,severa,normal,outubro,convencional,baixa,planalto,Sim
medio,nenhuma,excessiva,dezembro,plantio_direto,media,planalto,Não
medio,severa,normal,outubro,plantio_direto,baixa,transicao,Não
medio,severa,pouca,novembro,convencional,media,planalto,Sim
argiloso,moderada,pouca,dezembro,plantio_direto,media,planalto,Sim
argiloso,severa,pouca,outubro,plantio_direto,baixa,planalto,Não
argiloso,moderada,pouca,novembro,plantio_direto,baixa,baixada,Não
argiloso,moderada,normal,outubro,plantio_direto,alta,transicao,Não
argiloso,nenhuma,normal,novembro,plantio_direto,baixa,baixada,Não
argiloso,moderada,normal,novembro,irrigado,baixa,transicao,Não
arenoso,nenhuma,excessiva,dezembro,plantio_direto,baixa,baixada,Não
arenoso,nenhuma,excessiva,outubro,plantio_direto,baixa,transicao,Não
argiloso,severa,normal,outubro,irrigado,media,transicao,Não
medio,nenhuma,normal,outubro,plantio_direto,baixa,baixada,Não
argiloso,nenhuma,normal,novembro,plantio_direto,media,planalto,Não
medio,moderada,normal,novembro,plantio_direto,media,planalto,Não
medio,severa,pouca,dezembro,convencional,alta,transicao,Sim
arenoso,nenhuma,pouca,novembro,convencional,alta,transicao,Sim
medio,severa,pouca,outubro,plantio_direto,baixa,baixada,Sim
medio,nenhuma,pouca,outubro,plantio_direto,baixa,baixada,Não
arenoso,nenhuma,pouca,outubro,convencional,media,planalto,Não
argiloso,nenhuma,excessiva,dezembro,plantio_direto,alta,baixada,Não
argiloso,moderada,pouca,novembro,plantio_direto,media,transicao,Não
medio,nenhuma,pouca,novembro,irrigado,media,planalto,Não
medio,nenhuma,normal,dezembro,irrigado,baixa,planalto,Não
argiloso,moderada,pouca,outubro,plantio_direto,media,planalto,Não
argiloso,nenhuma,normal,outubro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,normal,outubro,irrigado,baixa,planalto,Não
argiloso,nenhuma,normal,outubro,plantio_direto,media,baixada,Não
argiloso,moderada,normal,novembro,plantio_direto,alta,transicao,Não
arenoso,nenhuma,pouca,outubro,plantio_direto,baixa,planalto,Não
arenoso,severa,normal,outubro,plantio_direto,baixa,transicao,Sim
arenoso,severa,normal,novembro,plantio_direto,media,planalto,Sim
arenoso,severa,pouca,outubro,convencional,media,planalto,Sim
medio,nenhuma,normal,novembro,plantio_direto,media,transicao,Não
argiloso,nenhuma,pouca,novembro,plantio_direto,media,transicao,Não
arenoso,severa,pouca,outubro,irrigado,baixa,planalto,Sim
argiloso,nenhuma,pouca,outubro,plantio_direto,media,baixada,Não
argiloso,moderada,normal,novembro,plantio_direto,media,transicao,Não
argiloso,nenhuma,pouca,outubro,plantio_direto,media,baixada,Não
arenoso,nenhuma,normal,novembro,plantio_direto,media,planalto,Não
argiloso,nenhuma,excessiva,dezembro,plantio_direto,alta,planalto,Não
argiloso,nenhuma,normal,novembro,plantio_direto,baixa,planalto,Não
medio,severa,normal,dezembro,convencional,media,baixada,Sim
arenoso,nenhuma,excessiva,outubro,irrigado,baixa,planalto,Não
argiloso,severa,normal,outubro,plantio_direto,baixa,transicao,Não
argiloso,nenhuma,pouca,outubro,irrigado,media,planalto,Não
argiloso,severa,normal,outubro,irrigado,media,transicao,Não
argiloso,nenhuma,normal,outubro,irrigado,media,planalto,Não
medio,nenhuma,normal,outubro,plantio_direto,baixa,planalto,Não
argiloso,moderada,normal,outubro,convencional,baixa,planalto,Não
argiloso,moderada,normal,dezembro,plantio_direto,media,planalto,Não
arenoso,nenhuma,pouca,novembro,plantio_direto,media,planalto,Não
arenoso,moderada,normal,dezembro,convencional,alta,baixada,Sim
argiloso,nenhuma,normal,novembro,plantio_direto,media,planalto,Não
medio,nenhuma,normal,novembro,plantio_direto,baixa,transicao,Não
arenoso,nenhuma,excessiva,outubro,plantio_direto,alta,planalto,Não
argiloso,moderada,pouca,novembro,plantio_direto,baixa,baixada,Não
argiloso,moderada,pouca,outubro,plantio_direto,media,planalto,Não
argiloso,moderada,normal,outubro,plantio_direto,media,planalto,Não
medio,nenhuma,normal,novembro,plantio_direto,media,planalto,Não
arenoso,severa,pouca,novembro,irrigado,baixa,transicao,Sim
argiloso,nenhuma,pouca,novembro,plantio_direto,alta,transicao,Não
